,MACE-MP-0b3
BH9_05_18R2,-144.8841699365656
BH9_05_18TS,-344.54339365160166
BH9_05_19P1,-119.63979201278383
BH9_05_19P2,-209.47033195562582
BH9_05_19R1,-124.38344950047487
BH9_05_19R2,-205.13516319899577
BH9_05_19TS,-329.1563965704754
BH9_05_1P,-86.42968924158569
BH9_05_1R,-86.02221639222319
BH9_05_1TS,-85.54997805729295
BH9_05_20P1,-118.62004495347458
BH9_05_20P2,-209.47033225926054
BH9_05_20R1,-122.91947537938285
BH9_05_20R2,-205.13516371039185
BH9_05_20TS,-327.98674443601465
BH9_05_21P1,-124.84034020938138
BH9_05_21P2,-209.47033156150448
BH9_05_21R1,-129.58460787594848
BH9_05_21R2,-205.1351675811291
BH9_05_21TS,-334.41740128309164
BH9_05_22P1,-125.31186665725923
BH9_05_22P2,-209.47033160743507
BH9_05_22R1,-129.6320679850242
BH9_05_22R2,-205.13515881087307
BH9_05_22TS,-334.32638019085323
BH9_05_23P1,-127.16727724165754
BH9_05_23P2,-209.4703316166589
BH9_05_23R1,-131.3102956675319
BH9_05_23R2,-205.1351636427543
BH9_05_23TS,-335.8620023075466
BH9_05_24P1,-160.27940452508483
BH9_05_24P2,-200.08418697112813
BH9_05_24R1,-164.3181179323934
BH9_05_24R2,-196.15299727762047
BH9_05_24TS,-360.44632223158777
BH9_05_25P1,-133.01723950570195
BH9_05_25P2,-209.47033238646696
BH9_05_25R1,-137.30015944647675
BH9_05_25R2,-205.1351602217976
BH9_05_25TS,-341.97304548025704
BH9_05_26P1,-135.20714137920623
BH9_05_26P2,-209.4703316657626
BH9_05_26R1,-139.24532364326703
BH9_05_26R2,-205.13516464198315
BH9_05_26TS,-344.2782805480731
BH9_05_27P1,-136.03112096932668
BH9_05_27P2,-209.47033161904406
BH9_05_27R1,-140.0347016715635
BH9_05_27R2,-205.13516605558874
BH9_05_27TS,-345.2449612744682
BH9_05_2P,-92.03818194885216
BH9_05_2R,-92.02352288166128
BH9_05_2TS,-91.07466020165009
BH9_05_30P1,-143.41408434975423
BH9_05_30P2,-209.47033000894587
BH9_05_30R1,-147.79721533844503
BH9_05_30R2,-205.13516010184077
BH9_05_30TS,-352.4703096984292
BH9_05_31P1,-161.87344255635378
BH9_05_31P2,-209.47033185195727
BH9_05_31R1,-166.51351893378458
BH9_05_31R2,-205.1351644380478
BH9_05_31TS,-371.26008929834364
BH9_05_32P1,-152.7356133823815
BH9_05_32P2,-209.47033304110312
BH9_05_32R1,-156.72420025722522
BH9_05_32R2,-205.135167064493
BH9_05_32TS,-361.583050106415
BH9_05_33P1,-160.05990963773996
BH9_05_33P2,-209.47033160622644
BH9_05_33R1,-163.94648426721733
BH9_05_33R2,-205.13516720133617
BH9_05_33TS,-369.0177519869939
BH9_05_34P1,-171.14834096066244
BH9_05_34P2,-209.47033191744734
BH9_05_34R1,-175.85809245034392
BH9_05_34R2,-205.1351594206481
BH9_05_34TS,-380.79234134807587
BH9_05_35P1,-157.81978762782325
BH9_05_35P2,-209.4703308542281
BH9_05_35R1,-161.85538831673063
BH9_05_35R2,-205.1351689125104
BH9_05_35TS,-366.90041813512437
BH9_05_36P1,-180.37779470770735
BH9_05_36P2,-211.41490290148283
BH9_05_36R1,-184.45513631508916
BH9_05_36R2,-207.5106630342622
BH9_05_36TS,-391.9284972618284
BH9_05_38P1,-159.75294010835617
BH9_05_38P2,-209.4703307850453
BH9_05_38R1,-164.11698979777788
BH9_05_38R2,-205.13516386530364
BH9_05_38TS,-368.8764711264682
BH9_05_39P1,-160.06671670246538
BH9_05_39P2,-209.4703325912212
BH9_05_39R1,-164.33611297035088
BH9_05_39R2,-205.13516936742687
BH9_05_39TS,-369.1938457926116
BH9_05_3P,-95.80420481108418
BH9_05_3R,-95.37759823835914
BH9_05_3TS,-94.82148862649053
BH9_05_40P1,-185.33031797803034
BH9_05_40P2,-211.4149028271019
BH9_05_40R1,-189.01707087018175
BH9_05_40R2,-207.36054214443834
BH9_05_40TS,-396.63726698496436
BH9_05_41P1,-176.53737671578187
BH9_05_41P2,-209.47033211435576
BH9_05_41R1,-180.85110759817545
BH9_05_41R2,-205.1351594483192
BH9_05_41TS,-385.44504522587084
BH9_05_42P1,-224.67950287945558
BH9_05_42P2,-209.47033236876914
BH9_05_42R1,-228.84058355534754
BH9_05_42R2,-205.13516177092376
BH9_05_42TS,-434.0270756552622
BH9_05_4P,-109.56466170097383
BH9_05_4R,-108.63293481000122
BH9_05_4TS,-107.90918240328529
BH9_05_5P1,-74.50405189504542
BH9_05_5P2,-73.07723244062183
BH9_05_5R1,-78.01763305965017
BH9_05_5R2,-69.27959192215741
BH9_05_5TS,-147.41733612738176
BH9_05_6P,-157.8398061025455
BH9_05_6R,-157.8748017488205
BH9_05_6TS,-156.75337677577033
BH9_05_7P1,-69.27959216678875
BH9_05_7P2,-94.64012038049258
BH9_05_7R1,-73.07723118217962
BH9_05_7R2,-91.1312194859718
BH9_05_7TS,-164.0296539257509
BH9_05_8P,-226.68613750643692
BH9_05_8R,-226.71226839615082
BH9_05_8TS,-226.00059198550917
BH9_05_9P,-225.83246077319868
BH9_05_9R,-225.62304018780776
BH9_05_9TS,-224.6595675509116
BH9_06_10P,-214.23259977429257
BH9_06_10R1,-77.735008608935
BH9_06_10R2,-133.99932661982407
BH9_06_10TS,-212.1447260232294
BH9_06_11P,-214.0049625510327
BH9_06_11R1,-77.73499238086956
BH9_06_11R2,-133.99932626870643
BH9_06_11TS,-212.1496089541651
BH9_06_12P,-214.0049641635586
BH9_06_12R,-213.69778711340336
BH9_06_12TS,-213.22300840158442
BH9_06_13P,-214.86986078625827
BH9_06_13R,-213.6977868335839
BH9_06_13TS,-214.0285135448218
BH9_06_14P,-214.0049641003285
BH9_06_14R,-213.57847027844252
BH9_06_14TS,-213.215422249779
BH9_06_15P,-213.43062937016495
BH9_06_15R1,-97.36859454192482
BH9_06_15R2,-114.16122400699945
BH9_06_15TS,-212.1166847681751
BH9_06_16P,-275.3118262986423
BH9_06_16R,-273.86841264941324
BH9_06_16TS,-273.6600839319268
BH9_06_17P,-275.3018998125938
BH9_06_17R,-273.6769623128649
BH9_06_17TS,-273.66956996034
BH9_06_18P1,-187.60969433017237
BH9_06_18P2,-69.57503976570592
BH9_06_18R1,-191.81884967367859
BH9_06_18R2,-65.17508875334669
BH9_06_18TS,-257.48882418174304
BH9_06_19P,-252.4467048603856
BH9_06_19R1,-47.941713912080544
BH9_06_19R2,-203.6583773076315
BH9_06_19TS,-252.02822780419135
BH9_06_1P1,-65.17511560393574
BH9_06_1P2,-17.866746738715705
BH9_06_1R1,-69.57503818810788
BH9_06_1R2,-13.02130140266314
BH9_06_1TS,-82.91566584757078
BH9_06_20P,-252.63171721463948
BH9_06_20R1,-48.29340326755184
BH9_06_20R2,-203.6583773076315
BH9_06_20TS,-252.40167356909876
BH9_06_21P1,-203.6583773076315
BH9_06_21P2,-50.195807085911284
BH9_06_21R1,-207.66621066672295
BH9_06_21R2,-45.71091685593636
BH9_06_21TS,-254.05399530577304
BH9_06_22P,-269.2204274173393
BH9_06_22R1,-64.72901554126786
BH9_06_22R2,-203.6583773076315
BH9_06_22TS,-268.8660457366198
BH9_06_23P,-279.3240988974953
BH9_06_23R1,-163.28214113660718
BH9_06_23R2,-114.16122386301788
BH9_06_23TS,-278.08024068182
BH9_06_24P,-293.09847443898263
BH9_06_24R1,-213.28917249904057
BH9_06_24R2,-77.73499559670356
BH9_06_24TS,-291.93246736119954
BH9_06_25P,-293.3925227610101
BH9_06_25R1,-213.28917375280193
BH9_06_25R2,-77.73499847037614
BH9_06_25TS,-291.1433986011475
BH9_06_26P,-293.2232292428447
BH9_06_26R1,-213.28917306570446
BH9_06_26R2,-77.73499325920338
BH9_06_26TS,-291.15050610682607
BH9_06_27P,-293.49872334323265
BH9_06_27R,-293.0984720584505
BH9_06_27TS,-293.1256583206437
BH9_06_28P,-293.1582655573244
BH9_06_28R,-292.890533529122
BH9_06_28TS,-292.31887062883135
BH9_06_29P,-293.3925238483047
BH9_06_29R,-293.15826729394547
BH9_06_29TS,-292.19338910327536
BH9_06_2P,-98.29951914494211
BH9_06_2R1,-31.21838105362425
BH9_06_2R2,-65.17508624205611
BH9_06_2TS,-96.96971810865288
BH9_06_30P,-293.4338089689942
BH9_06_30R,-293.2232316373182
BH9_06_30TS,-292.3839501306077
BH9_06_31P,-277.98462078684315
BH9_06_31R1,-73.47787059120724
BH9_06_31R2,-203.6583773076315
BH9_06_31TS,-277.6178563368514
BH9_06_32P,-285.9446136343913
BH9_06_32R1,-81.51213288066194
BH9_06_32R2,-203.6583773076315
BH9_06_32TS,-285.56339652829945
BH9_06_33P1,-203.6583773076315
BH9_06_33P2,-97.1866528595365
BH9_06_33R1,-207.66621066672295
BH9_06_33R2,-92.48817772223762
BH9_06_33TS,-300.80306780011745
BH9_06_34P,-302.12000815092745
BH9_06_34R1,-97.36859454404984
BH9_06_34R2,-203.6583773076315
BH9_06_34TS,-301.5854011499369
BH9_06_35P,-318.54688068432864
BH9_06_35R1,-114.36984062511013
BH9_06_35R2,-203.6583773076315
BH9_06_35TS,-318.30016474313106
BH9_06_3P,-122.24155590426822
BH9_06_3R1,-55.26307411569536
BH9_06_3R2,-65.17507390814356
BH9_06_3TS,-120.96517642394963
BH9_06_4P,-120.1228479520122
BH9_06_4R1,-53.09494122424342
BH9_06_4R2,-65.17506240005338
BH9_06_4TS,-118.97800347649184
BH9_06_5P,-132.10265451176053
BH9_06_5R1,-116.20397869121211
BH9_06_5R2,-15.381027259723794
BH9_06_5TS,-131.69860672363052
BH9_06_6P,-144.13815576822373
BH9_06_6R1,-77.43298701898135
BH9_06_6R2,-65.17507666316729
BH9_06_6TS,-143.2380608096952
BH9_06_7P1,-65.17507762673436
BH9_06_7P2,-79.87504681212818
BH9_06_7R1,-69.57504574587793
BH9_06_7R2,-74.79071704917038
BH9_06_7TS,-144.87477350421312
BH9_06_8P,-187.5695018080266
BH9_06_8R1,-120.93912701121997
BH9_06_8R2,-65.1750822244274
BH9_06_8TS,-186.70465450641498
BH9_06_9P,-187.86802465545824
BH9_06_9R1,-120.9391172648418
BH9_06_9R2,-65.17510763975551
BH9_06_9TS,-186.9826173179823
BH9_07_10P1,-145.68152357712316
BH9_07_10P2,-14.019241215359584
BH9_07_10R1,-146.41251130990491
BH9_07_10R2,-14.019241215359584
BH9_07_10TS,-160.3212282127834
BH9_07_1P,-77.08342682059248
BH9_07_1R,-77.32790769804801
BH9_07_1TS,-75.74211958395097
BH9_07_2P,-100.41137207589773
BH9_07_2R,-100.23256261740981
BH9_07_2TS,-100.29951664358344
BH9_07_3P,-110.02391943478108
BH9_07_3R,-110.22209142634233
BH9_07_3TS,-108.64389355667203
BH9_07_4P1,-56.56427242676062
BH9_07_4P2,-55.39843412223505
BH9_07_4R1,-61.388734341471434
BH9_07_4R2,-50.56602496819299
BH9_07_4TS,-111.92827521418286
BH9_07_5P,-141.9272745250542
BH9_07_5R,-140.64534718010535
BH9_07_5TS,-139.91796954860797
BH9_07_6P,-173.12485628852477
BH9_07_6R,-173.52839613382883
BH9_07_6TS,-172.86290139798322
BH9_07_7P,-190.23994897646747
BH9_07_7R,-189.47789269161464
BH9_07_7TS,-189.24581180192484
BH9_07_8P1,-145.15591049070073
BH9_07_8P2,-149.48863784133889
BH9_07_8R1,-149.3666797910703
BH9_07_8R2,-145.15591312693226
BH9_07_8TS,-295.35298820926585
BH9_07_9P1,-77.08342644871212
BH9_07_9P2,-14.019241215359584
BH9_07_9R1,-77.3279099274123
BH9_07_9R2,-14.019241215359584
BH9_07_9TS,-91.46440353242193
BH9_08_10P1,-149.8397062485873
BH9_08_10P2,-73.98891530398734
BH9_08_10R1,-149.84665109778356
BH9_08_10R2,-73.89248317207807
BH9_08_10TS,-223.70757126412025
BH9_08_11P1,-94.90985796909303
BH9_08_11P2,-145.08532066382406
BH9_08_11R1,-165.83215502669248
BH9_08_11R2,-73.98891517748166
BH9_08_11TS,-239.98925726935863
BH9_08_12P1,-139.05854415992587
BH9_08_12P2,-133.45703760859539
BH9_08_12R1,-153.7150057988302
BH9_08_12R2,-119.11270917605782
BH9_08_12TS,-271.81875218690993
BH9_08_13P1,-72.78582007342133
BH9_08_13P2,-202.12297398536708
BH9_08_13R1,-238.61485392477195
BH9_08_13R2,-35.52217377730571
BH9_08_13TS,-273.6716338839073
BH9_08_14P1,-225.05149691579368
BH9_08_14P2,-100.19796498849462
BH9_08_14R1,-110.13676982399804
BH9_08_14R2,-216.74395556880137
BH9_08_14TS,-325.60113326525175
BH9_08_15P1,-203.1025924565648
BH9_08_15P2,-115.24672547491093
BH9_08_15R1,-226.32864658480975
BH9_08_15R2,-92.17477399111368
BH9_08_15TS,-317.6220198694741
BH9_08_1P1,-23.4763127762331
BH9_08_1P2,-41.174447631160504
BH9_08_1R1,-62.25664769114252
BH9_08_1R2,-0.51882044
BH9_08_1TS,-63.913381149607204
BH9_08_2P1,-22.130105220647643
BH9_08_2P2,-41.17444798865637
BH9_08_2R1,-62.25664769114252
BH9_08_2R2,-0.25828273
BH9_08_2TS,-62.72940317311121
BH9_08_3P1,-36.85282563387526
BH9_08_3P2,-105.69195990207893
BH9_08_3R1,-133.45775210931066
BH9_08_3R2,-8.044374953385471
BH9_08_3TS,-141.40332830428997
BH9_08_4P,-130.75212793559243
BH9_08_4R1,-56.48771356773515
BH9_08_4R2,-73.98891439520554
BH9_08_4TS,-129.54348109160097
BH9_08_5P1,-152.3807734913251
BH9_08_5P2,-0.25828273
BH9_08_5R1,-61.05307098434517
BH9_08_5R2,-92.1492723291085
BH9_08_5TS,-153.17827519237693
BH9_08_6P1,-112.57722872514853
BH9_08_6P2,-94.50467523947255
BH9_08_6R1,-121.9181975080443
BH9_08_6R2,-85.08244839603523
BH9_08_6TS,-206.22128859813574
BH9_08_7P1,-94.90985932189633
BH9_08_7P2,-122.01329385185161
BH9_08_7R1,-142.70744457738869
BH9_08_7R2,-73.89248350644394
BH9_08_7TS,-216.22840255505014
BH9_08_8P1,-78.61306053353348
BH9_08_8P2,-133.4582299668155
BH9_08_8R1,-153.71500669166574
BH9_08_8R2,-57.895757783584635
BH9_08_8TS,-211.09892573150842
BH9_08_9P1,-146.20660601624175
BH9_08_9P2,-92.28885681165978
BH9_08_9R1,-197.6316904505364
BH9_08_9R2,-40.53559073076382
BH9_08_9TS,-238.28440368630083
BH9_09_10P,-134.63063101006858
BH9_09_10R,-134.0932739244132
BH9_09_10TS,-134.06837874785532
BH9_09_11P,-140.64534260808864
BH9_09_11R1,-48.66343453637114
BH9_09_11R2,-90.70134867005237
BH9_09_11TS,-140.34027241945816
BH9_09_12P,-145.46286451115242
BH9_09_12R1,-72.1152743054019
BH9_09_12R2,-72.70883928869395
BH9_09_12TS,-145.35202079035662
BH9_09_13P,-160.117789508704
BH9_09_13R1,-22.26700029950714
BH9_09_13R2,-137.59679145862378
BH9_09_13TS,-159.9081937678245
BH9_09_14P,-164.9871590350668
BH9_09_14R1,-61.38872942172905
BH9_09_14R2,-102.42385008588886
BH9_09_14TS,-164.16009038925267
BH9_09_15P,-165.13783077056559
BH9_09_15R1,-61.38873181074506
BH9_09_15R2,-102.42385008588886
BH9_09_15TS,-164.17054912600145
BH9_09_16P,-165.42854448443404
BH9_09_16R1,-61.956292557398434
BH9_09_16R2,-102.42385013558359
BH9_09_16TS,-164.44517174438852
BH9_09_17P,-166.53717584572848
BH9_09_17R1,-61.95629167468251
BH9_09_17R2,-102.42385008588883
BH9_09_17TS,-164.86373257194828
BH9_09_18P,-158.24131902712222
BH9_09_18R1,-59.34044937106893
BH9_09_18R2,-97.2165492238728
BH9_09_18TS,-157.02249912031652
BH9_09_19P,-186.34916882301812
BH9_09_19R,-186.19159995427216
BH9_09_19TS,-185.91979118128728
BH9_09_1P,-70.70539918308997
BH9_09_1R1,-55.398441899377254
BH9_09_1R2,-13.799869771826573
BH9_09_1TS,-70.02002331777187
BH9_09_20P,-185.2519797795415
BH9_09_20R,-184.97981618494993
BH9_09_20TS,-184.73033262848273
BH9_09_21P,-207.67090150471455
BH9_09_21R1,-115.21223595684
BH9_09_21R2,-91.34906276160982
BH9_09_21TS,-206.88667334108186
BH9_09_22P,-203.485832100942
BH9_09_22R,-203.22335581636068
BH9_09_22TS,-203.19450451291013
BH9_09_23P,-226.07117374934234
BH9_09_23R,-225.49970517880274
BH9_09_23TS,-225.5418259809206
BH9_09_24P,-233.99841159795602
BH9_09_24R,-233.02063558652756
BH9_09_24TS,-233.01426316690146
BH9_09_25P,-260.8798254775997
BH9_09_25R,-260.4656047047927
BH9_09_25TS,-260.51758754491755
BH9_09_26P,-290.8954019116364
BH9_09_26R1,-100.06869378196893
BH9_09_26R2,-190.0782136170775
BH9_09_26TS,-290.43611247695833
BH9_09_2P,-105.78159255345724
BH9_09_2R1,-90.51145049845414
BH9_09_2R2,-13.799869771826573
BH9_09_2TS,-105.00225337396228
BH9_09_3P,-90.88534476169397
BH9_09_3R1,-38.676696738669925
BH9_09_3R2,-50.56603346008771
BH9_09_3TS,-89.50761798854411
BH9_09_4P,-90.7747467128744
BH9_09_4R1,-38.67669736084515
BH9_09_4R2,-50.56602973548283
BH9_09_4TS,-89.4625119619042
BH9_09_5P,-90.75867663586062
BH9_09_5R1,-38.99242338387426
BH9_09_5R2,-50.566033007339456
BH9_09_5TS,-89.83911319564763
BH9_09_6P,-91.72076015788265
BH9_09_6R1,-38.99242424235936
BH9_09_6R2,-50.56602776982152
BH9_09_6TS,-90.06971566481555
BH9_09_7P,-113.0447222809691
BH9_09_7R1,-61.38873124493603
BH9_09_7R2,-50.56603016285254
BH9_09_7TS,-112.23564936828697
BH9_09_8P,-113.55281834639473
BH9_09_8R1,-61.95628958960369
BH9_09_8R2,-50.56602793273204
BH9_09_8TS,-112.52394481648932
BH9_09_9P,-114.5961250596072
BH9_09_9R1,-61.95628935013163
BH9_09_9R2,-50.56602856552621
BH9_09_9TS,-112.98397018183239
BHDIV10_ed1,-92.62160822838511
BHDIV10_ed10,-35.88916546804976
BHDIV10_ed3,-131.75220780666822
BHDIV10_ed4,-55.0444067673126
BHDIV10_ed5,-37.279158124783606
BHDIV10_ed6,-53.30925595423479
BHDIV10_ed7,-85.41704989305057
BHDIV10_ts1,-92.08487902595337
BHDIV10_ts10,-32.83078288691455
BHDIV10_ts3,-130.5628327741825
BHDIV10_ts4,-52.99786322097465
BHDIV10_ts5,-37.54501625343926
BHDIV10_ts6,-53.399402994368906
BHDIV10_ts7,-84.98419615960935
BHPERI_00r,-31.222594009489498
BHPERI_02r,-65.33301941195391
BHPERI_02ts,-96.36931409377215
BHPERI_03r,-60.423033133656844
BHPERI_03ts,-91.60085840734862
BHPERI_04r,-55.288469406347446
BHPERI_04ts,-86.21591777127605
BHPERI_05r,-61.02341910500455
BHPERI_06ts,-91.87057692393307
BHPERI_07r,-57.224745188640306
BHPERI_07ts,-88.47344764926619
BHPERI_08ts,-88.34464042805483
BHPERI_09r,-53.10693107174419
BHPERI_09ts,-83.86997291344134
BHPERI_1-3-Cyclopentadiene,-65.34828563902067
BHPERI_Cis-triscyclopropacyclohexane,-122.01470670292852
BHPERI_Ethylene,-31.226899102612197
BHPERI_TS11,-130.8377871285809
BHPERI_TS3,-98.3252244281387
BHPERI_TS8,-96.35608919225582
BHPERI_TS9,-122.02831786786035
BHPERI_ortho-xylylene,-99.09909593670181
BHROT27_acetamide_RC,-51.51360136488839
BHROT27_acetamide_TS1,-51.03322795514987
BHROT27_acetamide_TS2,-50.87960349389866
BHROT27_bifuran_TS,-103.34626043603403
BHROT27_bifuran_anti,-103.39092050168189
BHROT27_bifuran_syn,-103.4417758328577
BHROT27_biphenyl,-143.97705302776774
BHROT27_biphenyl_TS,-143.8969924170459
BHROT27_bithiophene_TS,-99.02107044384817
BHROT27_bithiophene_anti,-98.97070699862661
BHROT27_bithiophene_syn,-99.13583701119907
BHROT27_butadiene_TS,-55.87782335460073
BHROT27_butadiene_scis,-56.09618282595864
BHROT27_butadiene_strans,-55.90438400968812
BHROT27_ethane_ecl,-39.904455371800736
BHROT27_ethane_st,-39.932199377496396
BHROT27_ethylthiourea_0,-77.19151306142977
BHROT27_ethylthiourea_180,-77.18857353930113
BHROT27_ethylthiourea_TS1,-76.77453386743224
BHROT27_ethylthiourea_TS2,-76.60867026962845
BHROT27_h2o2,-17.86359779406695
BHROT27_h2o2_cis,-17.75983222115118
BHROT27_h2o2_trans,-17.82877220047368
BHROT27_h2s2,-15.147862428946285
BHROT27_h2s2_cis,-14.958157945885153
BHROT27_h2s2_trans,-15.147631572260368
BHROT27_methanol_ecl,-29.95555226889774
BHROT27_methanol_st,-29.991489157716757
BHROT27_methylamine_ecl,-33.86583362945096
BHROT27_methylamine_st,-33.843139284072436
BHROT27_n2h4_ecl1,-30.427453301355104
BHROT27_n2h4_ecl2,-30.29318693516805
BHROT27_n2h4_st1,-30.47673532037019
BHROT27_nh2oh_ecl,-24.166753310770964
BHROT27_nh2oh_st1,-24.268506731616306
BHROT27_nh2oh_st2,-24.186823601797553
BHROT27_tmethane_0,-106.03086675563371
BHROT27_tmethane_120,-106.11447304022147
BHROT27_tmethane_180,-106.26320144808594
BHROT27_tmethane_60,-106.23245286780295
INV24_BN_Corannulene,-198.47508316100382
INV24_BN_Corannulene_TS,-198.5014801772147
INV24_BN_Sumanene,-217.9347689309128
INV24_BN_Sumanene_TS,-217.28458437865476
INV24_Corannulene,-214.69420349640717
INV24_Corannulene_TS,-214.0729018139259
INV24_Dibenzocarbazole,-234.34267941370913
INV24_Dibenzocarbazole_TS,-234.06619601002424
INV24_Dibenzocycloheptene,-178.1241262980077
INV24_Dibenzocycloheptene_TS,-177.786005866423
INV24_Ether,-46.28866168784107
INV24_Ether_TS,-44.67818270612323
INV24_H2O,-14.020428982681796
INV24_H2O_TS,-12.82732178223062
INV24_H2S,-11.31423260646363
INV24_H2S_TS,-9.908443110324846
INV24_Hexahelicene,-291.7447127463154
INV24_Hexahelicene_TS,-290.6643688526949
INV24_Methinecyanine,-255.5185066690943
INV24_Methinecyanine_TS,-254.9803679819821
INV24_NCl3,-11.98918109137469
INV24_NCl3_TS,-12.039722372090226
INV24_NMe3,-68.10857992855954
INV24_NMe3_TS,-68.0050342940885
INV24_PH2Ph,-83.37123369813452
INV24_PH2Ph_TS,-82.20391432396073
INV24_PMe3,-65.75155319602193
INV24_PMe3_TS,-64.74275425068879
INV24_PPh3,-220.65441060092965
INV24_PPh3_TS,-219.62886486782546
INV24_Pentahelicene,-248.33156063159754
INV24_Pentahelicene_TS,-247.51798821655393
INV24_SO2,-16.65568992807297
INV24_SO2_TS,-14.575382463442601
INV24_Sumanene,-230.72365722777636
INV24_Sumanene_TS,-229.0085356342356
INV24_Tetrabenzopyracylene,-275.5378900636754
INV24_Tetrabenzopyracylene_TS,-274.89942099197106
INV24_Tetrahelicene,-205.0472567787924
INV24_Tetrahelicene_TS,-204.80731196258026
INV24_Thioether,-43.97260048259331
INV24_Thioether_TS,-40.629792150311104
INV24_Triazasumanene,-214.82730149671215
INV24_Triazasumanene_TS,-212.2293127805709
INV24_Triindenotriphenylene,-310.1231791667998
INV24_Triindenotriphenylene_TS,-306.6537708541618
ORBH35_CO3B_S01,-26.201558136714763
ORBH35_CO3B_S02,-25.314006038076826
ORBH35_CO3B_S03T,-24.228763119536232
ORBH35_CO3B_S04T,-25.902602702758983
ORBH35_CO3B_T01,-23.596267575453265
ORBH35_CO3B_T02,-23.641556278918767
ORBH35_CO3B_T03T,-23.471491006045753
ORBH35_CO3B_T04T,-23.39332615853663
ORBH35_CO3B_T05T,-23.873862583516104
ORBH35_CO3B_T06T,-23.902361600523317
ORBH35_CO3B_T07T,-23.435268848089756
ORBH35_CO3B_T08,-26.071576599045454
ORBH35_CO3B_T09T,-25.201820629868195
ORBH35_CO3C_T01T,-27.613799329956947
ORBH35_CO3C_T02T,-28.746731322735883
ORBH35_CO3C_tHOOCO,-28.513804515869495
ORBH35_CO3X_CO,-13.762621446365893
ORBH35_CO3X_CO2,-22.297303859945018
ORBH35_CO3X_HO,-8.04967762879678
ORBH35_CO3X_HO2,-13.041436134564776
ORBH35_CO3X_O2_t,-9.419618664269596
ORBH35_CO3X_O_t,-1.54838784
ORBH35_VO_TS10,-37.86099387437426
ORBH35_VO_TS11,-37.531149536010275
ORBH35_VO_TS12,-39.88704463323172
ORBH35_VO_TS13,-39.70237604428499
ORBH35_VO_TS14,-39.04321981175745
ORBH35_VO_TS5,-36.61489107255207
ORBH35_VO_TS6,-37.232911739736764
ORBH35_VO_TS7,-37.233080631933575
ORBH35_VO_W1,-37.50159475047023
ORBH35_VO_W2,-36.533234801113636
ORBH35_VO_W3,-37.112722569874485
ORBH35_VO_W4,-37.210111246257476
ORBH35_VO_W5,-39.87215463993978
ORBH35_VO_W6,-39.53615683902261
ORBH35_VO_W7,-40.54623182380928
ORBH35_VO_W8,-40.5199437782052
PX13_h2o_2,-28.35629853000266
PX13_h2o_2_ts,-26.791315954232928
PX13_h2o_3,-42.958709191606665
PX13_h2o_3_ts,-42.16512900616368
PX13_h2o_5,-72.30344879516565
PX13_h2o_5_ts,-71.90759531724632
PX13_h2o_6,-86.80304015970947
PX13_h2o_6_ts,-86.42763229989094
PX13_hf_2,-14.845735409919724
PX13_hf_2_ts,-14.461471261156886
PX13_hf_3,-23.324569759474347
PX13_hf_3_ts,-22.836459869770312
PX13_hf_6,-48.32648724768218
PX13_hf_6_ts,-47.95789375707913
PX13_nh3_2,-39.109738950053355
PX13_nh3_2_ts,-37.26963995667275
PX13_nh3_3,-58.969829069326615
PX13_nh3_3_ts,-57.655199713473834
