Molecule,charge,multiplicity,num_atoms,fd_step,field_au_x,field_au_y,field_au_z,field_VA_x,field_VA_y,field_VA_z,mace-polar-1-s,mace-polar-1-m,mace-polar-1-l
Pol130_HNO1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3550.9685387704235,-3551.0719864351736,-3551.0795681294726
Pol130_HNO1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3550.8256711306226,-3550.771465525692,-3550.765912351135
Pol130_HNO2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3550.8002777772745,-3550.8260853892407,-3550.8366437693167
Pol130_HNO2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3550.991351824258,-3551.02856095838,-3551.023297909574
Pol130_HNS,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-12339.491703742564,-12339.508585568521,-12339.511300529983
Pol130_HNS0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-12339.439654923326,-12339.56654276644,-12339.535904390415
Pol130_HNS0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-12339.532747097754,-12339.537015267482,-12339.559721608784
Pol130_HNS1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-12339.561390989993,-12339.659327961126,-12339.661831368956
Pol130_HNS1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-12339.421037996906,-12339.376208281064,-12339.380333435049
Pol130_HNS2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-12339.491703742564,-12339.508585568521,-12339.511300529983
Pol130_HNS2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-12339.491703742564,-12339.508585568521,-12339.511300529983
Pol130_HO2,0,2,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4106.981639332559,-4107.0630292315645,-4107.046334191192
Pol130_HO20+,0,2,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4107.097482056808,-4107.230443960772,-4107.211622613985
Pol130_HO20-,0,2,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4106.864314804181,-4106.906210867129,-4106.902956318246
Pol130_HO21+,0,2,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4107.1003690856605,-4107.201134983795,-4107.189086494033
Pol130_HO21-,0,2,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4106.858574560663,-4106.928569344306,-4106.921016539777
Pol130_HO22+,0,2,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4106.981639332559,-4107.0630292315645,-4107.046334191192
Pol130_HO22-,0,2,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4106.981639332559,-4107.0630292315645,-4107.046334191192
Pol130_HOCl,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-14584.278574189017,-14584.281949243466,-14584.286287630704
Pol130_HOCl0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-14584.391594808048,-14584.451647567057,-14584.459049045967
Pol130_HOCl0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-14584.16519152874,-14584.132439625275,-14584.13237285509
Pol130_HOCl1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-14584.278574189017,-14584.281949243466,-14584.286287630704
Pol130_HOCl1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-14584.278574189017,-14584.281949243466,-14584.286287630704
Pol130_HOCl2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-14584.253575459064,-14584.28702321306,-14584.262419678491
Pol130_HOCl2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-14584.300125901209,-14584.353925942074,-14584.36561939197
Pol130_HOF,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4777.486588826974,-4777.492748730529,-4777.475282704656
Pol130_HOF0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4777.603341152333,-4777.682020911546,-4777.661401679721
Pol130_HOF0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4777.369346463227,-4777.322963456904,-4777.305437253457
Pol130_HOF1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4777.486588826974,-4777.492748730529,-4777.475282704656
Pol130_HOF1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4777.486588826974,-4777.492748730529,-4777.475282704656
Pol130_HOF2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4777.403110257332,-4777.409189834108,-4777.40554670779
Pol130_HOF2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4777.566377454115,-4777.624519420457,-4777.5863075910775
Pol130_HOOH,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4124.376897416091,-4124.382548351196,-4124.383637354514
Pol130_HOOH0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4124.3764464089345,-4124.395307016428,-4124.400377323106
Pol130_HOOH0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4124.3764464089345,-4124.39518779183,-4124.400262795582
Pol130_HOOH1+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4124.375335687406,-4124.404881306716,-4124.407664719605
Pol130_HOOH1-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4124.375335687406,-4124.404801012876,-4124.407656852859
Pol130_HOOH2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4124.263177884371,-4124.218826407462,-4124.219686245923
Pol130_HOOH2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4124.490354518396,-4124.555771174259,-4124.558264275417
Pol130_He,0,1,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-79.32577187350375,-78.81918484644686,-78.82895185655318
Pol130_He0+,0,1,1,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-79.32577187350375,-78.81918484644686,-78.82895185655318
Pol130_He0-,0,1,1,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-79.32577187350375,-78.81918484644686,-78.82895185655318
Pol130_Li2,0,1,2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-407.5861455146499,-407.9328756901923,-407.957839935507
Pol130_Li20+,0,1,2,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-407.5861455146499,-407.9328756901923,-407.957839935507
Pol130_Li20-,0,1,2,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-407.5861455146499,-407.9328756901923,-407.957839935507
Pol130_Li22+,0,1,2,0.001,0.0,0.0,0.001,0.0,0.0,0.0514220674763,-407.5862679766719,-407.93272443188226,-407.9577259794836
Pol130_Li22-,0,1,2,0.001,0.0,0.0,-0.001,0.0,0.0,-0.0514220674763,-407.5862679766719,-407.93276672835475,-407.95777021534866
Pol130_LiBH4,0,1,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-945.5994668066618,-945.5936013449511,-945.6060747439525
Pol130_LiBH40+,0,1,6,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-945.5975440382753,-945.6166779290236,-945.6359237154611
Pol130_LiBH40-,0,1,6,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-945.5975440382753,-945.6166169768964,-945.6358607935915
Pol130_LiBH42+,0,1,6,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-946.209115681802,-946.2621254002541,-946.3217922295455
Pol130_LiBH42-,0,1,6,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-944.9799136374908,-945.030500520481,-944.9849228451513
Pol130_LiCN,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2731.480128627774,-2731.6530426913264,-2731.7034324870256
Pol130_LiCN0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2730.9715256303307,-2730.9843080706487,-2731.0207874308503
Pol130_LiCN0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2731.9851158794677,-2732.3927962193984,-2732.423185479988
Pol130_LiCN1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-2731.7074967013077,-2731.965635291107,-2731.9975683717585
Pol130_LiCN1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-2731.2507786821293,-2731.3593610276607,-2731.431044886836
Pol130_LiCN2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2731.480128627774,-2731.6530426913264,-2731.7034324870256
Pol130_LiCN2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2731.480128627774,-2731.6530426913264,-2731.7034324870256
Pol130_LiCl,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-12728.925439373696,-12728.920831662275,-12728.93071888507
Pol130_LiCl0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-12728.925439373696,-12728.920831662275,-12728.93071888507
Pol130_LiCl0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-12728.925439373696,-12728.920831662275,-12728.93071888507
Pol130_LiCl2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-12729.582580764649,-12729.710723198925,-12729.717209278782
Pol130_LiCl2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-12728.26309882021,-12728.182598908446,-12728.179895848254
Pol130_LiH,0,1,2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-219.39162487700273,-219.4055358011559,-219.39406899221783
Pol130_LiH0+,0,1,2,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-219.39162487700273,-219.4055358011559,-219.39406899221783
Pol130_LiH0-,0,1,2,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-219.39162487700273,-219.4055358011559,-219.39406899221783
Pol130_LiH2+,0,1,2,0.001,0.0,0.0,0.001,0.0,0.0,0.0514220674763,-219.4540424642209,-219.46652499407588,-219.4547919724038
Pol130_LiH2-,0,1,2,0.001,0.0,0.0,-0.001,0.0,0.0,-0.0514220674763,-219.32915580847938,-219.34518006674432,-219.3335447990571
Pol130_Mg,0,1,1,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-5443.899221819649,-5443.867775457422,-5443.828714372511
Pol130_Mg0+,0,1,1,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-5443.899221819649,-5443.867775457422,-5443.828714372511
Pol130_Mg0-,0,1,1,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-5443.899221819649,-5443.867775457422,-5443.828714372511
Pol130_Mg2,0,1,2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-10887.249521338168,-10887.69707272028,-10887.86186765062
Pol130_Mg20+,0,1,2,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-10887.249521338168,-10887.69707272028,-10887.86186765062
Pol130_Mg20-,0,1,2,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-10887.249521338168,-10887.69707272028,-10887.86186765062
Pol130_Mg22+,0,1,2,0.001,0.0,0.0,0.001,0.0,0.0,0.0514220674763,-10887.248656619027,-10887.696753142165,-10887.861769253946
Pol130_Mg22-,0,1,2,0.001,0.0,0.0,-0.001,0.0,0.0,-0.0514220674763,-10887.248656619027,-10887.696718132796,-10887.861807309913
Pol130_N,0,4,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-1485.048686745222,-1485.2061040769406,-1485.4981904684785
Pol130_N0+,0,4,1,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-1485.048686745222,-1485.2061040769406,-1485.4981904684785
Pol130_N0-,0,4,1,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-1485.048686745222,-1485.2061040769406,-1485.4981904684785
Pol130_N2,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-2981.0694018441377,-2981.0702284823706,-2981.0775179755115
Pol130_N20+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-2981.0694018441377,-2981.0702284823706,-2981.0775179755115
Pol130_N20-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-2981.0694018441377,-2981.0702284823706,-2981.0775179755115
Pol130_N22+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-2981.06971011006,-2981.0712704449056,-2981.0902538580003
Pol130_N22-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-2981.06971011006,-2981.071291609888,-2981.0903387146204
Pol130_N2H2,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3010.703040243825,-3010.700659278902,-3010.700853328978
Pol130_N2H20+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3010.64594600165,-3010.6131977547593,-3010.611959032777
Pol130_N2H20-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3010.755486481394,-3010.8383154412145,-3010.8467660037936
Pol130_N2H21+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3010.703040243825,-3010.700659278902,-3010.700853328978
Pol130_N2H21-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3010.703040243825,-3010.700659278902,-3010.700853328978
Pol130_N2H22+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3010.5634260510183,-3010.4378125397907,-3010.426187430666
Pol130_N2H22-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3010.8409093708865,-3011.005032047305,-3011.022136280764
Pol130_N2H4,0,1,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3043.8234950761284,-3043.8265798272846,-3043.826207615606
Pol130_N2H40+,0,1,6,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3043.8226682526442,-3043.852075056928,-3043.861236799082
Pol130_N2H40-,0,1,6,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3043.8226682526442,-3043.8519038025074,-3043.861104054073
Pol130_N2H41+,0,1,6,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3043.82181253958,-3043.8531499694695,-3043.8676839356644
Pol130_N2H41-,0,1,6,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3043.82181253958,-3043.8530388905947,-3043.8676450166995
Pol130_N2H42+,0,1,6,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3043.6202825877276,-3043.5396331731076,-3043.5377292640837
Pol130_N2H42-,0,1,6,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3044.026105173059,-3044.141379800245,-3044.1489721791477
Pol130_NCO,0,2,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4571.752433832476,-4572.130215208737,-4572.299651095529
Pol130_NCO0+,0,2,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4571.752433900846,-4572.130215291755,-4572.299651301589
Pol130_NCO0-,0,2,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4571.752433761137,-4572.130215084446,-4572.299650885565
Pol130_NCO2+,0,2,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4571.773250671117,-4572.148630657428,-4572.228084039077
Pol130_NCO2-,0,2,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4571.713174510254,-4572.165895572694,-4572.2821828125125
Pol130_NH,0,3,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-1502.8023527066323,-1502.6045837610584,-1502.6158211131274
Pol130_NH0+,0,3,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-1502.8023527066323,-1502.6045837610584,-1502.6158211131274
Pol130_NH0-,0,3,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-1502.8023527066323,-1502.6045837610584,-1502.6158211131274
Pol130_NH2,0,2,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-1520.4396859962358,-1520.4244618316498,-1520.395372359558
Pol130_NH2+,0,3,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-1502.7417814244045,-1502.4074757889243,-1502.4611286278916
Pol130_NH2-,0,3,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-1502.8616300673523,-1502.828188657737,-1502.7996033282227
Pol130_NH20+,0,2,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-1520.4396859962358,-1520.4244618316498,-1520.395372359558
Pol130_NH20-,0,2,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-1520.4396859962358,-1520.4244618316498,-1520.395372359558
Pol130_NH21+,0,2,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-1520.4386448973528,-1520.4312749539215,-1520.4062336623206
Pol130_NH21-,0,2,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-1520.4386448973528,-1520.4307731747087,-1520.4059591606112
Pol130_NH22+,0,2,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-1520.3098229371872,-1520.252229823891,-1520.231540766682
Pol130_NH22-,0,2,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-1520.5686847961117,-1520.6059033912225,-1520.5700978812702
Pol130_NH2Cl,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-14043.925894059545,-14043.950377931495,-14043.948207603999
Pol130_NH2Cl0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-14043.858639189553,-14043.8647132424,-14043.861795914636
Pol130_NH2Cl0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-14043.992691551332,-14044.063775671731,-14044.065708199596
Pol130_NH2Cl1+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-14044.020831650847,-14044.101483946726,-14044.104182246763
Pol130_NH2Cl1-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-14043.83059505733,-14043.818623334511,-14043.813589679527
Pol130_NH2Cl2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-14043.846268246562,-14043.872050556629,-14043.849788958863
Pol130_NH2Cl2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-14044.00147031912,-14044.113892495203,-14044.126691611107
Pol130_NH2F,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-4237.86686966351,-4237.867476807578,-4237.870137930971
Pol130_NH2F0+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-4237.744804569083,-4237.694960192631,-4237.700317180124
Pol130_NH2F0-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-4237.9881142214135,-4238.065513063403,-4238.070853836672
Pol130_NH2F1+,0,1,4,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-4237.939784032865,-4237.963586997428,-4237.971255140027
Pol130_NH2F1-,0,1,4,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-4237.791871796187,-4237.805849412944,-4237.810092363159
Pol130_NH2F2+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-4237.772652705194,-4237.738835477725,-4237.7451465255035
Pol130_NH2F2-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-4237.960334456044,-4238.024581588866,-4238.02970403039
Pol130_NH2OH,0,1,5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3584.4611546212072,-3584.4704883160143,-3584.4754033765057
Pol130_NH2OH0+,0,1,5,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3584.4639547755223,-3584.4709821339534,-3584.4800537457236
Pol130_NH2OH0-,0,1,5,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3584.457441907704,-3584.496569256528,-3584.508159826671
Pol130_NH2OH1+,0,1,5,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-3584.40624693468,-3584.419749686847,-3584.430143659591
Pol130_NH2OH1-,0,1,5,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-3584.5134682070825,-3584.5714554990413,-3584.5837799018814
Pol130_NH2OH2+,0,1,5,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3584.4608956986704,-3584.486526856241,-3584.497328536466
Pol130_NH2OH2-,0,1,5,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3584.4608956986704,-3584.486407768427,-3584.497250011486
Pol130_NH3,0,1,4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-1538.8085466021646,-1538.8113292593503,-1538.8122425387614
Pol130_NH30+,0,1,4,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-1538.8083818814382,-1538.8262739876834,-1538.8308081853882
Pol130_NH30-,0,1,4,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-1538.8083818814382,-1538.8261829975124,-1538.8307484601994
Pol130_NH32+,0,1,4,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-1538.9299616004917,-1538.9852979271109,-1538.988884158625
Pol130_NH32-,0,1,4,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-1538.6870336696675,-1538.6421120671291,-1538.6430829895685
Pol130_NH3O,0,1,5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3583.460457072872,-3583.4883650722218,-3583.4748485506193
Pol130_NH3O0+,0,1,5,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3583.459808908986,-3583.5012686417567,-3583.4948032862353
Pol130_NH3O0-,0,1,5,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3583.4597955115555,-3583.500639512366,-3583.493466244975
Pol130_NH3O2+,0,1,5,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3583.9557967119954,-3584.1069214556,-3584.0736527751424
Pol130_NH3O2-,0,1,5,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3582.9549210144814,-3582.9045537291017,-3582.9307871576916
Pol130_NO,0,2,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-3535.064666249021,-3535.2130149885584,-3535.2036991203713
Pol130_NO0+,0,2,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-3535.064666249021,-3535.2130149885584,-3535.2036991203713
Pol130_NO0-,0,2,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-3535.064666249021,-3535.2130149885584,-3535.2036991203713
Pol130_NO2+,0,2,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-3534.9959044572092,-3535.2211629455464,-3535.203203907558
Pol130_NO2-,0,2,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-3535.131667206459,-3535.1959257208932,-3535.2536173646654
Pol130_NOCl,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-16057.533430882748,-16057.529332643195,-16057.528015949021
Pol130_NOCl0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-16057.437179881936,-16057.483103405342,-16057.4447800926
Pol130_NOCl0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-16057.621739282888,-16057.624894272578,-16057.645679595225
Pol130_NOCl1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-16057.287623113843,-16057.38235136332,-16057.337464790255
Pol130_NOCl1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-16057.768588677336,-16057.77398243709,-16057.803173675815
Pol130_NOCl2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-16057.533430882748,-16057.529332643195,-16057.528015949021
Pol130_NOCl2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-16057.533430882748,-16057.529332643195,-16057.528015949021
Pol130_NP,0,1,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-10777.559883631404,-10777.598461769381,-10777.614235929217
Pol130_NP0+,0,1,2,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-10777.559883631404,-10777.598461769381,-10777.614235929217
Pol130_NP0-,0,1,2,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-10777.559883631404,-10777.598461769381,-10777.614235929217
Pol130_NP2+,0,1,2,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-10777.802016813184,-10777.96377321262,-10777.976688181814
Pol130_NP2-,0,1,2,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-10777.312534764735,-10777.277772744643,-10777.31893140292
Pol130_Na,0,2,1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,-4415.183691549652,-4415.571978913277,-4415.144210124993
Pol130_Na0+,0,2,1,0.003,0.003,0.0,0.0,0.15426620242890002,0.0,0.0,-4415.183691549652,-4415.571978913277,-4415.144210124993
Pol130_Na0-,0,2,1,0.003,-0.003,0.0,0.0,-0.15426620242890002,0.0,0.0,-4415.183691549652,-4415.571978913277,-4415.144210124993
Pol130_Na2,0,1,2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-8832.466991774296,-8831.827153294733,-8831.663441693734
Pol130_Na20+,0,1,2,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-8832.466991774296,-8831.827153294733,-8831.663441693734
Pol130_Na20-,0,1,2,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-8832.466991774296,-8831.827153294733,-8831.663441693734
Pol130_Na22+,0,1,2,0.001,0.0,0.0,0.001,0.0,0.0,0.0514220674763,-8832.467144230632,-8831.82721261228,-8831.66340436416
Pol130_Na22-,0,1,2,0.001,0.0,0.0,-0.001,0.0,0.0,-0.0514220674763,-8832.467144230632,-8831.827223162923,-8831.66342350626
Pol130_NaCN,0,1,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-6942.788559414786,-6942.926177704099,-6942.955931690733
Pol130_NaCN0+,0,1,3,0.01,0.01,0.0,0.0,0.514220674763,0.0,0.0,-6943.139469094435,-6943.426770169806,-6943.474816333021
Pol130_NaCN0-,0,1,3,0.01,-0.01,0.0,0.0,-0.514220674763,0.0,0.0,-6942.435867638096,-6942.464681716784,-6942.483229831907
Pol130_NaCN1+,0,1,3,0.01,0.0,0.01,0.0,0.0,0.514220674763,0.0,-6943.417579495948,-6943.808010726014,-6943.790858709361
Pol130_NaCN1-,0,1,3,0.01,0.0,-0.01,0.0,0.0,-0.514220674763,0.0,-6942.15563523718,-6942.1011544902385,-6942.14479333666
Pol130_NaCN2+,0,1,3,0.01,0.0,0.0,0.01,0.0,0.0,0.514220674763,-6942.788559414786,-6942.926177704099,-6942.955931690733
Pol130_NaCN2-,0,1,3,0.01,0.0,0.0,-0.01,0.0,0.0,-0.514220674763,-6942.788559414786,-6942.926177704099,-6942.955931690733
Pol130_NaCl,0,1,2,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-16940.16918748611,-16940.164810770453,-16940.17889382648
Pol130_NaCl0+,0,1,2,0.001,0.001,0.0,0.0,0.0514220674763,0.0,0.0,-16940.16918748611,-16940.164810770453,-16940.17889382648
Pol130_NaCl0-,0,1,2,0.001,-0.001,0.0,0.0,-0.0514220674763,0.0,0.0,-16940.16918748611,-16940.164810770453,-16940.17889382648
