,MACE-OMOL-0-100M,MACE-OMOL-0-4M
BH9_03_40R1,-772.7700311047801,-772.7698657858685
BH9_03_40R2,-312.5313358788684,-312.53181239561735
BH9_03_40TS,-1085.2833259908762,-1085.2832600460401
BH9_03_41P1,-350.61040723232804,-350.6120272125531
BH9_03_41P2,-772.8154779576065,-772.8149803998726
BH9_03_41R1,-810.8496113744069,-810.8493065690581
BH9_03_41R2,-312.53133587731696,-312.5318123933519
BH9_03_41TS,-1123.3676206013367,-1123.367820845068
BH9_03_42P1,-427.12986928097456,-427.1350911798754
BH9_03_42P2,-809.7485492212288,-809.7487023849592
BH9_03_42R1,-887.3942930700663,-887.3937010088309
BH9_03_42R2,-349.50308758417805,-349.50739159059594
BH9_03_42TS,-1236.8625848105376,-1236.8649877955681
BH9_03_43P1,-479.1216259445671,-479.1240626602284
BH9_03_43P2,-468.1532477830669,-468.15496157216586
BH9_03_43R1,-579.054851513527,-579.055260550349
BH9_03_43R2,-368.2995113720039,-368.29931928009586
BH9_03_43TS,-947.2802138836779,-947.2668003817179
BH9_03_4P1,-157.74592150123527,-157.74627669696687
BH9_03_4P2,-652.7525869570617,-652.7518930032674
BH9_03_4R1,-618.0113600457283,-618.011260666381
BH9_03_4R2,-192.48843020244385,-192.48995425921905
BH9_03_4TS,-810.4719030388195,-810.4682653339257
BH9_03_5P1,-360.00060932395223,-360.00194629021905
BH9_03_5P2,-976.8877442633311,-976.8877257151829
BH9_03_5R1,-820.2526133202094,-820.2521956427892
BH9_03_5R2,-516.634892707614,-516.6357011683657
BH9_03_5TS,-1336.8775124367585,-1336.886801623307
BH9_03_6P1,-359.99702295461856,-359.99761767451986
BH9_03_6P2,-653.9480131067818,-653.9479492145659
BH9_03_6R1,-820.2526132501247,-820.2521955714217
BH9_03_6R2,-193.6845245491052,-193.68624873615818
BH9_03_6TS,-1013.9361091355103,-1013.9366610908233
BH9_03_7P1,-809.1061811368882,-809.1105568913149
BH9_03_7P2,-498.6103510235227,-498.60865542711684
BH9_03_7R1,-909.0216095308247,-909.0219584322406
BH9_03_7R2,-398.72849360155215,-398.7301711991452
BH9_03_7TS,-1307.6842333759614,-1307.6939339126634
BH9_03_8P1,-349.50308758523585,-349.5073916005046
BH9_03_8P2,-498.6103510240938,-498.6086554275243
BH9_03_8R1,-449.4204789455605,-449.4208055647138
BH9_03_8R2,-398.72849360155215,-398.7301711991452
BH9_03_8TS,-848.0829755884423,-848.0913945999354
BH9_03_9P1,-629.7876997075683,-629.7880697210518
BH9_03_9P2,-347.8141591668773,-347.8124056102994
BH9_03_9R1,-729.6619058805343,-729.6621556538449
BH9_03_9R2,-247.93746801509687,-247.93655554960242
BH9_03_9TS,-977.5892991802381,-977.576177980349
BH9_04_10P1,-814.8024446979312,-814.80472991589
BH9_04_10P2,-164.8061902810523,-164.80641320737286
BH9_04_10R1,-815.4425429303153,-815.4430653403886
BH9_04_10R2,-164.15525748949554,-164.18970643911692
BH9_04_10TS,-979.5781106513259,-979.5957674174578
BH9_04_11P1,-491.81963380737125,-491.8202322797496
BH9_04_11P2,-164.80619033191775,-164.80641326025545
BH9_04_11R1,-492.4946902650721,-492.49525541035865
BH9_04_11R2,-164.15525861537637,-164.18970178462067
BH9_04_11TS,-656.6035455057346,-656.6235967551559
BH9_04_12P1,-814.8010071475761,-814.8017877830354
BH9_04_12P2,-164.80619033193392,-164.80641326027364
BH9_04_12R1,-815.4425429246876,-815.4430653352991
BH9_04_12R2,-164.15526698621545,-164.1895201000174
BH9_04_12TS,-979.5803433278293,-979.6048139595913
BH9_04_13P1,-491.85194715232785,-491.85345019366946
BH9_04_13P2,-205.74385245233015,-205.74371586619822
BH9_04_13R1,-492.49469026193407,-492.4952554079496
BH9_04_13R2,-205.11547935559514,-205.12062431023327
BH9_04_13TS,-697.5683260832408,-697.5724073748809
BH9_04_14P1,-814.8024447083428,-814.8047299273721
BH9_04_14P2,-205.74385245233015,-205.74371586619822
BH9_04_14R1,-815.4425429263009,-815.4430653364406
BH9_04_14R2,-205.11547935559514,-205.12062431023327
BH9_04_14TS,-1020.5196228258892,-1020.5253717416447
BH9_04_15P1,-814.8010071593035,-814.8017877929311
BH9_04_15P2,-205.7438524521631,-205.74371586620668
BH9_04_15R1,-815.4425429239682,-815.4430653340751
BH9_04_15R2,-205.1154793555931,-205.1206243102312
BH9_04_15TS,-1020.5266873208377,-1020.5294841656854
BH9_04_16P1,-814.8024446998099,-814.8047299178271
BH9_04_16P2,-151.5711910913086,-151.57107454654673
BH9_04_16R1,-815.4425429231352,-815.4430653336045
BH9_04_16R2,-150.91510938819513,-150.9341256660248
BH9_04_16TS,-966.3530883578696,-966.3602542860914
BH9_04_17P1,-814.8010071452572,-814.8017877782983
BH9_04_17P2,-151.5711911527742,-151.5710746113417
BH9_04_17R1,-815.4425429241205,-815.4430653341888
BH9_04_17R2,-150.91510938819513,-150.9341256660248
BH9_04_17TS,-966.3557167219135,-966.359081870043
BH9_04_18P,-783.81072537455,-783.8148990488896
BH9_04_18R,-783.8246205989484,-783.8243834334752
BH9_04_18TS,-783.8056414781629,-783.8070169941006
BH9_04_19P,-1429.739674630965,-1429.7402330010373
BH9_04_19R,-1429.741708843708,-1429.740443411069
BH9_04_19TS,-1429.7230365347295,-1429.727094826267
BH9_04_1P,-232.96600554091293,-232.9664554895746
BH9_04_1R,-232.9681869112579,-232.96855008673586
BH9_04_1TS,-232.94463391761653,-232.94403783987858
BH9_04_20P,-329.82357720607996,-329.82012641226345
BH9_04_20R,-329.8122231972171,-329.8133174772083
BH9_04_20TS,-329.79208355788336,-329.7916523974239
BH9_04_21P,-329.8215754777319,-329.81767775849113
BH9_04_21R,-329.8058515147629,-329.8067348334245
BH9_04_21TS,-329.78720253103995,-329.7869230323067
BH9_04_22P1,-421.59331356476423,-421.59543795232076
BH9_04_22P2,-438.67306883079334,-438.67301573237336
BH9_04_22R1,-422.24046634505305,-422.2404875281301
BH9_04_22R2,-438.0337157632695,-438.0339207672325
BH9_04_22TS,-860.2551879259474,-860.2550109667791
BH9_04_23P1,-744.5619435026533,-744.5624385291849
BH9_04_23P2,-438.67306882985287,-438.6730157314217
BH9_04_23R1,-745.2052371800219,-745.2050323354689
BH9_04_23R2,-438.0337157636721,-438.0339207678972
BH9_04_23TS,-1183.223344150893,-1183.2239177208303
BH9_04_24P1,-814.8024447036461,-814.8047299234053
BH9_04_24P2,-190.86512342069074,-190.8651159227215
BH9_04_24R1,-815.442542926866,-815.4430653365205
BH9_04_24R2,-190.21607943615626,-190.23491715172293
BH9_04_24TS,-1005.6437754840608,-1005.6489971515003
BH9_04_25P1,-814.8010071511261,-814.8017877834742
BH9_04_25P2,-190.86512341973793,-190.8651159215399
BH9_04_25R1,-815.4425429134513,-815.443065324394
BH9_04_25R2,-190.21607948766976,-190.2349171542571
BH9_04_25TS,-1005.6468977928857,-1005.6494530262808
BH9_04_26P1,-814.8010071435266,-814.8017877587503
BH9_04_26P2,-1569.6544373350964,-1569.6524183686472
BH9_04_26R1,-815.4425430005573,-815.4430653945079
BH9_04_26R2,-1568.9964119256426,-1569.0121394080875
BH9_04_26TS,-2384.4269094781653,-2384.4359047401235
BH9_04_27P1,-814.8010071488202,-814.8017877789695
BH9_04_27P2,-1569.6544373294034,-1569.6524183632773
BH9_04_27R1,-815.4425428817865,-815.4430653108681
BH9_04_27R2,-1568.996411904208,-1569.012139412212
BH9_04_27TS,-2384.4294886067423,-2384.43336047892
BH9_04_28P,-1469.0448126942456,-1469.0453632671934
BH9_04_28R,-1469.0456162920275,-1469.0461224774238
BH9_04_28TS,-1469.0292117857348,-1469.033720426595
BH9_04_29P1,-724.6774849511846,-724.6775855577564
BH9_04_29P2,-438.6730688321766,-438.67301573379393
BH9_04_29R1,-725.3235399949656,-725.3235398825788
BH9_04_29R2,-438.03371576581526,-438.03392076889395
BH9_04_29TS,-1163.3413591052579,-1163.3417416496188
BH9_04_2P1,-323.12934013376764,-323.12827384867416
BH9_04_2P2,-151.57119113528415,-151.5710745931378
BH9_04_2R1,-323.7543151616968,-323.7544049339752
BH9_04_2R2,-150.91510938819513,-150.9341256660248
BH9_04_2TS,-474.6717714124847,-474.67207695786266
BH9_04_30P1,-248.81206083135237,-248.81793253951622
BH9_04_30P2,-232.2272478785698,-232.22758501749257
BH9_04_30R1,-249.44326930427624,-249.44296046727453
BH9_04_30R2,-231.54695607238187,-231.55656536774129
BH9_04_30TS,-480.98149200713624,-480.9876064023927
BH9_04_31P,-1582.1862107468007,-1582.1889606747025
BH9_04_31R,-1582.1819736515513,-1582.1822341410889
BH9_04_31TS,-1582.1639127753767,-1582.1710829171961
BH9_04_32P1,-766.4332043797295,-766.4373351388465
BH9_04_32P2,-1090.0156112777001,-1090.0160552580933
BH9_04_32R1,-767.0711180017607,-767.071478512327
BH9_04_32R2,-1089.3894361917667,-1089.3904483327003
BH9_04_32TS,-1856.431260606339,-1856.4414634265725
BH9_04_33P1,-406.10102917209497,-406.1052735163501
BH9_04_33P2,-729.683544417133,-729.6838486418228
BH9_04_33R1,-406.7380263123824,-406.73832546623004
BH9_04_33R2,-729.0575747452688,-729.058340908336
BH9_04_33TS,-1135.7669703567997,-1135.7765823857922
BH9_04_34P1,-306.82987750952674,-306.8325258519971
BH9_04_34P2,-630.4151606373126,-630.415634274058
BH9_04_34R1,-307.47074973406603,-307.4710870577896
BH9_04_34R2,-629.787699756396,-629.7880697660787
BH9_04_34TS,-937.2271103193549,-937.2358548741297
BH9_04_35P1,-346.0984498401575,-346.09949650145165
BH9_04_35P2,-553.1925142971894,-553.1925753646236
BH9_04_35R1,-346.7675470508747,-346.76793339835694
BH9_04_35R2,-552.5270667445959,-552.5311144594798
BH9_04_35TS,-899.2804582668472,-899.2828023362842
BH9_04_36P,-482.26232489528996,-482.26029709338763
BH9_04_36R,-482.26237070550246,-482.2656160661995
BH9_04_36TS,-482.2281214733004,-482.23096653909676
BH9_04_37P,-941.8638634068407,-941.8625219872739
BH9_04_37R,-941.8634529034398,-941.8682671577491
BH9_04_37TS,-941.8298977537174,-941.8335524037979
BH9_04_38P1,-459.6805433673708,-459.6823416060035
BH9_04_38P2,-155.02625675951808,-155.02629525659134
BH9_04_38R1,-460.333025044264,-460.33301649681283
BH9_04_38R2,-154.35731736191383,-154.3581516153447
BH9_04_38TS,-614.6808182023556,-614.6813985342435
BH9_04_39P1,-459.68054337016684,-459.6823416023396
BH9_04_39P2,-477.9787161060287,-477.9787227070732
BH9_04_39R1,-460.3330250395156,-460.33301649161734
BH9_04_39R2,-477.33895816461364,-477.33851374310524
BH9_04_39TS,-937.6532798038905,-937.6536947441813
BH9_04_3P1,-516.6430438313942,-516.6429359090844
BH9_04_3P2,-438.6730688285321,-438.67301573011264
BH9_04_3R1,-517.2832143526346,-517.283265207163
BH9_04_3R2,-438.0337157620919,-438.03392080289007
BH9_04_3TS,-955.3087828377551,-955.3088563249863
BH9_04_40P1,-382.0784140470676,-382.0809463350171
BH9_04_40P2,-705.6583359351506,-705.6586935367848
BH9_04_40R1,-382.71107147415876,-382.7114309638438
BH9_04_40R2,-705.034500006407,-705.0350308664259
BH9_04_40TS,-1087.7207029358779,-1087.7304481211959
BH9_04_41P,-954.9174812681282,-954.9187438167876
BH9_04_41R,-954.9165756802547,-954.9267078227522
BH9_04_41TS,-954.886618208253,-954.8924674135046
BH9_04_42P,-1252.7453446044067,-1252.747203588125
BH9_04_42R,-1252.7376752331668,-1252.7484920967802
BH9_04_42TS,-1252.7155903610326,-1252.7225634795957
BH9_04_43P,-521.5652793411646,-521.564737795981
BH9_04_43R,-521.5559740788148,-521.5591046216866
BH9_04_43TS,-521.5335239573842,-521.5345017319261
BH9_04_44P1,-362.2044396051329,-362.2050794551354
BH9_04_44P2,-685.7806954387479,-685.7811098471158
BH9_04_44R1,-362.8323918275261,-362.83280321780074
BH9_04_44R2,-685.1586344592214,-685.1600998310093
BH9_04_44TS,-1047.9698968324074,-1047.9812075993934
BH9_04_45P1,-270.88891733372276,-270.8923860245677
BH9_04_45P2,-271.7485186929317,-271.7484473208371
BH9_04_45R1,-271.5348393276764,-271.5351990760728
BH9_04_45R2,-271.0804221630246,-271.0807343305279
BH9_04_45TS,-542.6047733074269,-542.6093062617364
BH9_04_46P1,-270.8889173337289,-270.89238602457334
BH9_04_46P2,-594.6980893497345,-594.6980343490123
BH9_04_46R1,-271.53483932721866,-271.5351990756364
BH9_04_46R2,-594.0576636675577,-594.0576451850656
BH9_04_46TS,-865.5751638016178,-865.5798471454202
BH9_04_47P1,-603.7223587385309,-603.7185456008093
BH9_04_47P2,-731.1362762773605,-731.1366199292194
BH9_04_47R1,-604.3541061033234,-604.3547941716982
BH9_04_47R2,-730.4918306719054,-730.4952830216229
BH9_04_47TS,-1334.8368319642063,-1334.850974310061
BH9_04_48P1,-603.7223586917322,-603.718545646586
BH9_04_48P2,-271.5348393292693,-271.5351990777559
BH9_04_48R1,-604.3541062051225,-604.3547942633181
BH9_04_48R2,-270.88891733372367,-270.8923860245671
BH9_04_48TS,-875.2335744844502,-875.247518861091
BH9_04_49P1,-603.7223586870102,-603.7185456631303
BH9_04_49P2,-271.53483932982624,-271.5351990782796
BH9_04_49R1,-604.3541060817612,-604.3547941493161
BH9_04_49R2,-270.8889173337301,-270.89238602457465
BH9_04_49TS,-875.2233668205974,-875.2370357140167
BH9_04_4P,-272.27063005918075,-272.2709262750525
BH9_04_4R,-272.27234001445845,-272.27233242627534
BH9_04_4TS,-272.25017914424143,-272.2489001431436
BH9_04_50P1,-481.0674850260284,-481.0696354228409
BH9_04_50P2,-190.86512342064495,-190.86511592241953
BH9_04_50R1,-481.6977795553293,-481.69806398098666
BH9_04_50R2,-190.21607943699632,-190.23491715332233
BH9_04_50TS,-671.9098314458261,-671.9138603754936
BH9_04_51P1,-346.0984498384936,-346.0994965022825
BH9_04_51P2,-213.74774545705736,-213.74809989388018
BH9_04_51R1,-346.7675470508747,-346.76793339835694
BH9_04_51R2,-213.09376212619023,-213.09363676639774
BH9_04_51TS,-559.8475336852531,-559.8508167165596
BH9_04_52P1,-603.7223587084989,-603.7185456418193
BH9_04_52P2,-669.7225930409712,-669.7230602576791
BH9_04_52R1,-604.3541062144416,-604.3547942725855
BH9_04_52R2,-669.0788240904485,-669.0818380830999
BH9_04_52TS,-1273.4255936907873,-1273.4387296985517
BH9_04_53P1,-424.71628767721285,-424.71740346951145
BH9_04_53P2,-553.1925142911069,-553.1925753584327
BH9_04_53R1,-425.3863480251443,-425.3866365505875
BH9_04_53R2,-552.527066744115,-552.5311144576015
BH9_04_53TS,-977.8979180406347,-977.9020519028533
BH9_04_54P1,-644.5145080598924,-644.5160002189753
BH9_04_54P2,-264.5794109122886,-264.5796159707162
BH9_04_54R1,-645.1763321965122,-645.1771026704693
BH9_04_54R2,-263.94752886190656,-263.9465278439635
BH9_04_54TS,-909.0910634447664,-909.0931238248425
BH9_04_55P1,-603.722358709169,-603.718545610762
BH9_04_55P2,-476.09053383587684,-476.090584523093
BH9_04_55R1,-604.354106099665,-604.3547941674052
BH9_04_55R2,-475.4467373424446,-475.44992467557245
BH9_04_55TS,-1079.789107765471,-1079.8044116256226
BH9_04_56P,-485.8533214636913,-485.8509131086265
BH9_04_56R,-485.84294103169367,-485.8456029635129
BH9_04_56TS,-485.82201386272817,-485.82353880028484
BH9_04_57P1,-385.442701395039,-385.4467659870997
BH9_04_57P2,-307.5662304234463,-307.5661732337776
BH9_04_57R1,-386.08192137670113,-386.0823050751269
BH9_04_57R2,-306.91816093431646,-306.9349606461796
BH9_04_57TS,-692.9955782935275,-693.0031311596435
BH9_04_58P1,-472.2765969399089,-472.2688445185636
BH9_04_58P2,-437.13923176315217,-437.1393593298887
BH9_04_58R1,-472.95482858150035,-472.9549676702477
BH9_04_58R2,-436.4782081892298,-436.47776208967235
BH9_04_58TS,-909.4140499615129,-909.3985338656828
BH9_04_59P1,-603.7223586748825,-603.7185459566451
BH9_04_59P2,-310.8422400094713,-310.84263870904044
BH9_04_59R1,-604.3541062079958,-604.3547942662058
BH9_04_59R2,-310.1965002031844,-310.2001345980015
BH9_04_59TS,-914.5432246919048,-914.5571261040137
BH9_04_5P1,-323.1967130247905,-323.18459908102767
BH9_04_5P2,-115.71712012951058,-115.71709991571802
BH9_04_5R1,-323.8931363883207,-323.8913868172327
BH9_04_5R2,-115.04763537110341,-115.04933031087802
BH9_04_5TS,-438.91550492100237,-438.90190177542394
BH9_04_60P1,-603.7223586572487,-603.7185457381711
BH9_04_60P2,-460.1579977142379,-460.1578441432487
BH9_04_60R1,-604.3541062172881,-604.3547942751538
BH9_04_60R2,-459.51285376789554,-459.5157406390886
BH9_04_60TS,-1063.8563517888322,-1063.8711086684323
BH9_04_61P,-561.0797415278163,-561.0785988223424
BH9_04_61R,-561.068509476213,-561.0709836716348
BH9_04_61TS,-561.0480982736174,-561.0489841568356
BH9_04_62P1,-680.3571584662267,-680.348995316265
BH9_04_62P2,-229.10664795247865,-229.1065584227216
BH9_04_62R1,-681.0003042105607,-681.0023121878061
BH9_04_62R2,-228.44561355873003,-228.44751726227298
BH9_04_62TS,-909.4096648216602,-909.3782920928315
BH9_04_63P1,-472.3063473457127,-472.3051796238964
BH9_04_63P2,-437.13923177637145,-437.1393593432153
BH9_04_63R1,-472.9536058806958,-472.95385373943816
BH9_04_63R2,-436.4782081997362,-436.4777620905493
BH9_04_63TS,-909.4106412293048,-909.3942299116345
BH9_04_64P,-1033.5294562504546,-1033.5299094295221
BH9_04_64R,-1033.5247655313797,-1033.536204913008
BH9_04_64TS,-1033.500916505956,-1033.5072536986213
BH9_04_65P1,-588.3121583058316,-588.3128088463236
BH9_04_65P2,-484.7240014247635,-484.7284761336312
BH9_04_65R1,-587.6820370540756,-587.6786085460137
BH9_04_65R2,-485.3554856987864,-485.3554757983142
BH9_04_65TS,-1073.0280705173925,-1073.0385884248064
BH9_04_66P1,-346.09844983979735,-346.0994965026889
BH9_04_66P2,-345.30054126714543,-345.30196669399083
BH9_04_66R1,-346.7675470508747,-346.76793339835694
BH9_04_66R2,-344.6394468124017,-344.6422126574381
BH9_04_66TS,-691.3923683291584,-691.3954493651173
BH9_04_67P1,-587.6820367570921,-587.6786083474532
BH9_04_67P2,-386.08760864060537,-386.08776058775953
BH9_04_67R1,-588.3121583166925,-588.3128088602049
BH9_04_67R2,-385.45206410656357,-385.45562368863233
BH9_04_67TS,-973.7568122147342,-973.7675590969917
BH9_04_68P1,-845.0560301122734,-845.0610982933588
BH9_04_68P2,-588.3121583437692,-588.312808879481
BH9_04_68R1,-845.6887641488138,-845.6889537525758
BH9_04_68R2,-587.6820367941832,-587.6786083191055
BH9_04_68TS,-1433.3609439273719,-1433.3718221733038
BH9_04_69P,-525.1610730689766,-525.1604437097249
BH9_04_69R,-525.1497874173601,-525.1523202134605
BH9_04_69TS,-525.1290937557815,-525.1301135132989
BH9_04_6P1,-264.2662062750878,-264.26035646667987
BH9_04_6P2,-229.10664797016597,-229.10655843688497
BH9_04_6R1,-264.93514821009836,-264.9355364755809
BH9_04_6R2,-228.44561355736576,-228.44751726112065
BH9_04_6TS,-493.3702920966099,-493.3669413571154
BH9_04_70P1,-570.0920738912918,-570.095302848797
BH9_04_70P2,-233.6463577028953,-233.64645554527996
BH9_04_70R1,-570.7390413730955,-570.7389624889146
BH9_04_70R2,-232.97552230374467,-232.9754786700444
BH9_04_70TS,-803.709946074417,-803.7157788801989
BH9_04_71P1,-570.0920738931966,-570.0953028483393
BH9_04_71P2,-308.79377773394083,-308.79388194305585
BH9_04_71R1,-570.7390417306127,-570.7389628609251
BH9_04_71R2,-308.15074611997966,-308.1678857905522
BH9_04_71TS,-878.8770316640115,-878.8846820101098
BH9_04_72P,-639.4811597216827,-639.4810508873574
BH9_04_72R,-639.4709619899687,-639.4739826254842
BH9_04_72TS,-639.4507118722747,-639.4531106694731
BH9_04_73P1,-852.5541852586629,-852.5572492445308
BH9_04_73P2,-264.5588439620548,-264.5586596226722
BH9_04_73R1,-853.2156501261784,-853.2172937248015
BH9_04_73R2,-263.9251123833448,-263.9234788679027
BH9_04_73TS,-1117.0935404006307,-1117.099087046968
BH9_04_74P1,-480.06274894058396,-480.0651005327577
BH9_04_74P2,-308.7937777330149,-308.79388194184634
BH9_04_74R1,-480.7082274514699,-480.7090110416701
BH9_04_74R2,-308.15074604802874,-308.16788582293486
BH9_04_74TS,-788.850819759561,-788.8583140526954
BH9_04_75P1,-499.98982218710387,-499.9931055015147
BH9_04_75P2,-588.3121583003315,-588.3128088411512
BH9_04_75R1,-500.61671472219433,-500.6171072049268
BH9_04_75R2,-587.6820370318684,-587.678608720771
BH9_04_75TS,-1088.2948940890738,-1088.3045214085125
BH9_04_76P,-1241.325678034818,-1241.3292547010738
BH9_04_76R,-1241.317549405328,-1241.3311880419376
BH9_04_76TS,-1241.2940171145406,-1241.3034569598165
BH9_04_77P1,-424.7162876580007,-424.7174034663718
BH9_04_77P2,-345.30054128081093,-345.3019667019106
BH9_04_77R1,-425.386348029865,-425.38663655484197
BH9_04_77R2,-344.6394468151572,-344.64221264302483
BH9_04_77TS,-770.0107186171894,-770.0167120048106
BH9_04_78P,-1225.29753067755,-1225.301741897328
BH9_04_78R,-1225.270783870328,-1225.284062261689
BH9_04_78TS,-1225.2483592728734,-1225.2602731990464
BH9_04_79P1,-887.7455237744987,-887.7481920124354
BH9_04_79P2,-119.09639055826987,-119.09661836051603
BH9_04_79R1,-888.4166547463617,-888.4168731281784
BH9_04_79R2,-118.43649851955512,-118.4357172024935
BH9_04_79TS,-1006.8243854911115,-1006.8213973517741
BH9_04_7P1,-264.2388114623913,-264.23870227683483
BH9_04_7P2,-229.10664800074363,-229.10655846192648
BH9_04_7R1,-264.90114207779357,-264.90129320009845
BH9_04_7R2,-228.44561355849862,-228.44751726169142
BH9_04_7TS,-493.3406268428482,-493.3387037433949
BH9_04_80P1,-819.6829730242318,-819.68829635848
BH9_04_80P2,-346.7675470508747,-346.76793339835694
BH9_04_80R1,-820.3322558690847,-820.3328674226333
BH9_04_80R2,-346.0984498420092,-346.09949650089175
BH9_04_80TS,-1166.429410830601,-1166.4357343599524
BH9_04_81P1,-819.6829730209065,-819.6882963370592
BH9_04_81P2,-551.3220279961679,-551.3222528111156
BH9_04_81R1,-820.3322558721165,-820.3328674281191
BH9_04_81R2,-550.6547780722823,-550.6548978156586
BH9_04_81TS,-1370.985787240563,-1370.9924449280031
BH9_04_82P1,-495.6645491869501,-495.66667853607413
BH9_04_82P2,-888.4163814579186,-888.4166087267008
BH9_04_82R1,-496.3199362233036,-496.31970558384387
BH9_04_82R2,-887.7441316124244,-887.7477958064586
BH9_04_82TS,-1384.0428981638588,-1384.0445918293815
BH9_04_83P1,-818.6077257715241,-818.6103326059102
BH9_04_83P2,-888.4163814560158,-888.4166087244881
BH9_04_83R1,-819.2637017160313,-819.2636866034687
BH9_04_83R2,-887.7441315283309,-887.7477957580388
BH9_04_83TS,-1706.9882720368248,-1706.989658054348
BH9_04_84P,-887.0497915099562,-887.0500596026259
BH9_04_84R,-887.0401051283726,-887.0429748119224
BH9_04_84TS,-887.0192666622467,-887.0204634468367
BH9_04_85P1,-551.0411534784546,-551.0415148203404
BH9_04_85P2,-888.416381461983,-888.4166087298845
BH9_04_85R1,-551.6925041825914,-551.6924375141797
BH9_04_85R2,-887.744131530993,-887.7477957506663
BH9_04_85TS,-1439.4164059773175,-1439.414089793852
BH9_04_86P1,-749.2531353747526,-749.2567253815268
BH9_04_86P2,-308.7937777344466,-308.7938819433633
BH9_04_86R1,-749.880363265588,-749.8813788125591
BH9_04_86R2,-308.1507461136305,-308.1678857838453
BH9_04_86TS,-1058.0241876566142,-1058.033868738299
BH9_04_87P1,-819.6829730270433,-819.6882963590245
BH9_04_87P2,-425.386348029865,-425.38663655484197
BH9_04_87R1,-820.332255878067,-820.3328674315053
BH9_04_87R2,-424.7162876737826,-424.71740346225636
BH9_04_87TS,-1245.0441778252077,-1245.0536318494399
BH9_04_88P,-1738.8523622636724,-1738.8565584097319
BH9_04_88R,-1738.8434160650281,-1738.848494134734
BH9_04_88TS,-1738.8129934095407,-1738.8213750968303
BH9_04_89P1,-496.37688370377475,-496.3784087813399
BH9_04_89P2,-888.4144743054819,-888.4143732135376
BH9_04_89R1,-497.03489988595715,-497.035082574641
BH9_04_89R2,-887.7442693464794,-887.745778301962
BH9_04_89TS,-1384.7598651916578,-1384.756936042543
BH9_04_8P,-290.5170394303491,-290.5132949764779
BH9_04_8R,-290.50158508266435,-290.5019462959579
BH9_04_8TS,-290.4826110386965,-290.48224696828527
BH9_04_90P1,-771.1129458719367,-771.1074924213348
BH9_04_90P2,-888.4166547393651,-888.4168731208838
BH9_04_90R1,-771.7345429483938,-771.7343574482658
BH9_04_90R2,-887.7455237731758,-887.7481920160606
BH9_04_90TS,-1659.4829504526895,-1659.4817072316741
BH9_04_9P1,-491.851947193668,-491.85345034590017
BH9_04_9P2,-164.80619033189575,-164.80641326023735
BH9_04_9R1,-492.4946902545581,-492.4952553937365
BH9_04_9R2,-164.1552669895503,-164.18952013918476
BH9_04_9TS,-656.6295319951463,-656.6439104684343
BH9_05_11P1,-872.1614154703868,-872.1623821210485
BH9_05_11P2,-604.134165507042,-604.1314573234816
BH9_05_11R1,-872.8369341957756,-872.8280143762056
BH9_05_11R2,-603.4883661535503,-603.488587181289
BH9_05_11TS,-1476.2964065017532,-1476.2892274186495
BH9_05_13P1,-232.7502687938606,-232.80200484867
BH9_05_13P2,-692.3216486363414,-692.3221112974634
BH9_05_13R1,-233.6260948818956,-233.6264234786295
BH9_05_13R2,-691.4573288927434,-691.4573949337413
BH9_05_13TS,-925.1108530448593,-925.1069706321833
BH9_05_14P1,-346.83056692126087,-346.9884536582272
BH9_05_14P2,-692.3216486266131,-692.3221112878698
BH9_05_14R1,-347.66325035033543,-347.66286798847773
BH9_05_14R2,-691.4573288872223,-691.4573949183967
BH9_05_14TS,-1039.1131986407574,-1039.139632213187
BH9_05_16P1,-844.7965499404061,-844.885261546693
BH9_05_16P2,-692.3216486286457,-692.3221112901676
BH9_05_16R1,-845.6589703655216,-845.6596342477741
BH9_05_16R2,-691.4573288711912,-691.4573949265041
BH9_05_16TS,-1537.0963388311486,-1537.1367646238461
BH9_05_17P1,-793.543515431751,-793.5445882596147
BH9_05_17P2,-994.1340590521388,-994.1264927413953
BH9_05_17R1,-794.2231559219322,-794.215008025733
BH9_05_17R2,-993.472345250927,-993.4730498016688
BH9_05_17TS,-1787.6611400213317,-1787.649562573857
BH9_05_18P1,-838.4269614109355,-838.4278829762044
BH9_05_18P2,-687.4722935217567,-687.471413447242
BH9_05_18R1,-839.2269232753032,-839.2247200970496
BH9_05_18R2,-686.8580370414105,-686.8589277327831
BH9_05_18TS,-1526.0469604241127,-1526.0458802537987
BH9_05_19P1,-683.9431609250917,-684.1256961407801
BH9_05_19P2,-692.3216486267239,-692.3221112878051
BH9_05_19R1,-684.7991313060983,-684.7986568423852
BH9_05_19R2,-691.4573289200673,-691.4573948732725
BH9_05_19TS,-1376.2387977746093,-1376.2752745840444
BH9_05_1P,-531.682634676115,-531.6823933500415
BH9_05_1R,-531.6738067007367,-531.6736184383318
BH9_05_1TS,-531.6741629055153,-531.6691953127296
BH9_05_20P1,-423.29996979407736,-423.40104611075054
BH9_05_20P2,-692.321648628747,-692.3221112902467
BH9_05_20R1,-424.14874357980403,-424.1489010647262
BH9_05_20R2,-691.4573288962357,-691.4573949297154
BH9_05_20TS,-1115.6001010324414,-1115.630603845394
BH9_05_21P1,-461.3582416925775,-461.5107046518145
BH9_05_21P2,-692.3216486383847,-692.322111299629
BH9_05_21R1,-462.19568306122125,-462.1954932382904
